Timestamps,U_stimulus_1,U_stimulus_2,U_stimulus_3,Z_1,Z_2,Z_3,dq_1,dq_2,dq_3,dh_1,dh_2,dh_3,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6
3.782287822878229,1.0,1.0,1.0,0.03138268300946975,0.007322015577657883,0.007322015577657885,1.0304916172448142,0.6209571945119635,0.6209571945119635,-0.309082341159802,-0.13974462506128268,-0.13974462506128268,0.005693867970698841,0.002576699569711148,0.003687667706052988,0.0019570129919702388,0.003687667706052988,0.0019570129919702388
3.874538745387454,1.0,1.0,1.0,0.03186960713816218,0.007170419399532781,0.0071704193995327835,1.0716225755012225,0.6284669344459024,0.6284669344459024,-0.34104785313896696,-0.15810302000502724,-0.15810302000502724,0.005812807187910672,0.0025088771394455272,0.0036402782428703742,0.0018357528572275632,0.0036402782428703742,0.0018357528572275632
3.9667896678966788,1.0,1.0,1.0,0.032357518066669096,0.007018516264929637,0.00701851626492964,1.1914963159678897,0.7132043564788693,0.7132043564788693,-0.33196586990379284,-0.13482189779609374,-0.13482189779609374,0.006723698896874947,0.0032001995985561837,0.004377229056129098,0.002471045466491023,0.004377229056129098,0.002471045466491023
4.059040590405904,1.0,1.0,1.0,0.032846417267252355,0.006866305638452652,0.006866305638452654,1.29774648081569,0.7828068346009212,0.7828068346009212,-0.3315203591490609,-0.11958756659961206,-0.11958756659961206,0.00748910251243128,0.0037468357694008833,0.004961093441220647,0.0029590583556300446,0.004961093441220647,0.0029590583556300446
4.1512915129151295,1.0,1.0,1.0,0.03333630671056938,0.006713786870877925,0.006713786870877925,1.366742920134737,0.8136505172272159,0.8136505172272159,-0.3523823807615678,-0.12507437901927992,-0.12507437901927992,0.007869410628392309,0.003917902415056221,0.005152291046531568,0.0030689118322428555,0.005152291046531568,0.0030689118322428555
4.243542435424354,1.0,1.0,1.0,0.03382718824307587,0.006560959159227681,0.00656095915922768,1.3946301343951315,0.8018886518360829,0.8018886518360829,-0.3965742145355458,-0.1533088119986256,-0.1533088119986256,0.007825777929958769,0.0036761210037976676,0.004912016203686865,0.002763335553991899,0.004912016203686865,0.002763335553991899
4.3357933579335795,1.0,1.0,1.0,0.03431906372363917,0.006407821715888929,0.006407821715888927,1.463190736776277,0.8293149253077897,0.8293149253077897,-0.4200046229729184,-0.16020468057931037,-0.16020468057931037,0.008188782328309408,0.003822629646891427,0.005070898456816023,0.002843480269635553,0.005070898456816023,0.002843480269635553
4.428044280442805,1.0,1.0,1.0,0.03481193540044886,0.006254374127086566,0.006254374127086563,1.6549420231365586,0.9784599085981885,0.9784599085981885,-0.37818627859748283,-0.10128051523449455,-0.10128051523449455,0.009796463129073316,0.0051657633896854335,0.00646704010714726,0.004117697904636665,0.00646704010714726,0.004117697904636665
4.520295202952029,1.0,1.0,1.0,0.03530580530336423,0.006100615773358493,0.006100615773358488,1.5505665255039858,0.8300214824514425,0.8300214824514425,-0.4968502685701979,-0.20227401583878543,-0.20227401583878543,0.008392109905776187,0.0036008182245677815,0.004843804448421425,0.0024813053617380888,0.004843804448421425,0.0024813053617380888
4.612546125461255,1.0,1.0,1.0,0.03580067519735475,0.005946545785692277,0.005946545785692271,1.6380135584830655,0.8719662543220018,0.8719662543220018,-0.5131992867718912,-0.20039519269947215,-0.20039519269947215,0.008929811089871112,0.003905376515887471,0.005155363708874584,0.002711909728311934,0.005155363708874584,0.002711909728311934
4.704797047970479,1.0,1.0,1.0,0.03629654702423117,0.005792163461676109,0.005792163461676103,1.7105643171438518,0.897594525795866,0.897594525795866,-0.538488135546604,-0.20690681708483846,-0.20690681708483846,0.009311211241082756,0.0040561094979042174,0.005303455667378773,0.0027862105531390514,0.005303455667378773,0.0027862105531390514
4.797047970479705,1.0,1.0,1.0,0.0367934227258043,0.005637468098898174,0.005637468098898167,1.7299472972709848,0.8686555820651389,0.8686555820651389,-0.5932694296197866,-0.24237007399117377,-0.24237007399117377,0.009148072704953736,0.0036788123344430605,0.004899944654230363,0.0023300346827714665,0.004899944654230363,0.0023300346827714665
4.88929889298893,1.0,1.0,1.0,0.037291304757640906,0.005482459439262559,0.005482459439262551,1.7957620753751187,0.8847713414856279,0.8847713414856279,-0.6238578666109449,-0.25310878178059093,-0.25310878178059093,0.009451857379001269,0.0037490567677055343,0.0049564026613260585,0.0023189886862865303,0.0049564026613260585,0.0023189886862865303
4.981549815498155,0.0,0.0,0.0,0.03779019542930398,0.005327137098403673,0.005327137098403666,1.7696869305588292,0.8076438478881451,0.8076438478881451,-0.7046801122265723,-0.3135592269730712,-0.3135592269730712,0.008818588178346465,0.002913123063257622,0.004068970155653018,0.0013993905766905737,0.004068970155653018,0.0013993905766905737
5.07380073800738,0.0,0.0,0.0,0.038290096441492005,0.005171500165386523,0.005171500165386515,1.849412510772688,0.8349888087114139,0.8349888087114139,-0.7292337295472706,-0.31722904378989103,-0.31722904378989103,0.009255565707192425,0.0031069001990797766,0.004245072105279585,0.0015071697779827462,0.004245072105279585,0.0015071697779827462
5.166051660516605,0.0,0.0,0.0,0.03879100983294232,0.005015548021625121,0.005015548021625112,2.029291468113025,0.9611851040923485,0.9611851040923485,-0.7005067314880666,-0.2671167176961829,-0.2671167176961829,0.010705748439168024,0.004275559411450207,0.00542779752340947,0.0025875404516567425,0.00542779752340947,0.0025875404516567425
5.25830258302583,0.0,0.0,0.0,0.03929293764239229,0.004859280048533481,0.004859280048533473,2.112749595189911,0.989685799384138,0.989685799384138,-0.7242947777112009,-0.26902873437724784,-0.26902873437724784,0.011173753019535281,0.004495060169808264,0.005621899145813123,0.002716507255693952,0.005621899145813123,0.002716507255693952
5.350553505535055,0.0,0.0,0.0,0.03979590029006668,0.004702689922067466,0.004702689922067458,2.2132787936918565,1.0340109926280423,1.0340109926280423,-0.7394358377760155,-0.26181419607547507,-0.26181419607547507,0.011812058967163043,0.004876949630221573,0.00597999752162215,0.003005664586475384,0.00597999752162215,0.003005664586475384
5.442804428044281,0.0,0.0,0.0,0.03754966850494658,0.0018249458672525598,0.0018249458672525468,2.240739197223979,1.0040498194104157,1.0040498194104157,-0.7944168395276757,-0.29397142441803603,-0.29397142441803603,0.011705819436794851,0.004539178318534729,0.005587391179853274,0.002573012055385701,0.005587391179853274,0.002573012055385701
